21.012013,83.115956,18.455571
21.011198,83.115796,18.455208
21.011198,83.115796,18.455208
20.341528,83.596579,25.438834
21.089768,83.216886,26.888681
20.489268,83.564345,26.784056
20.407728,83.253232,26.448009
20.268704,83.296595,27.235149
20.057909,83.440576,14.828946
20.053261,83.433267,14.710525
19.679001,83.042400,15.473677
19.791100,83.020540,15.008079
18.989550,82.998582,12.984101
17.718934,82.846549,11.673650
18.223096,81.792219,11.062856
18.725523,81.422842,10.650860
18.606075,81.430691,10.639818
16.573802,82.413459,19.112216
15.360962,81.303595,30.801048
12.949887,80.974286,41.284228
12.695878,80.645155,41.728093
12.801637,80.704783,42.107525
12.853638,80.708684,42.739244
13.203778,80.396033,43.739966
13.125753,80.503787,44.291521
12.434153,80.616780,44.363731
12.269247,80.813492,43.643611
15.326001,80.818630,43.464661
17.798877,80.880426,43.469069
17.741692,80.899485,43.477754
17.741483,80.899499,43.476926
20.209768,81.289091,43.593843
19.595838,78.923250,43.334267
19.520896,79.280572,42.189315
19.105459,80.248206,41.856698
19.333103,80.718786,41.696630
18.808853,81.451111,41.202597
19.753632,81.970728,39.938591
19.731371,82.120238,40.096735
19.685456,82.693934,15.581350
20.412212,81.950308,15.914908
21.182596,82.410124,17.619925
21.339346,83.091632,5.347381
21.163975,83.071717,27.285874
21.725159,80.809061,33.368888
21.740467,80.814741,33.372432
23.046746,80.631920,33.072067
23.054363,80.619185,33.047490
24.103790,78.875398,28.113265
22.932975,78.772011,29.199902
24.415745,79.661087,29.948121
24.163781,79.548689,34.591324
27.060793,79.240672,5.958040
28.844139,80.450167,7.724010
30.541585,85.636923,11.393615
33.154738,94.263039,12.037354
37.943275,97.992213,9.482519
43.105583,104.439852,8.174561
47.325126,108.566900,8.813866
50.965102,117.036318,43.623339
55.033044,113.498969,23.613311
58.214786,111.583459,38.085196
57.051611,99.115841,48.986440
57.204519,90.382369,60.099994
54.427817,84.046651,58.353747
53.575933,80.700968,56.253887
52.665963,74.758077,56.034606
52.312973,71.905083,56.390362
50.594212,66.221306,55.845156
48.295220,62.238647,57.781382
46.123298,66.550140,55.432694
43.513169,65.096515,55.214706
